case_id,series_id,offender_id,label_basis,data_kind
SYN-IN-0002-04,SYN-SERIES-0002,SYN-OFFENDER-0002,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0002-05,SYN-SERIES-0002,SYN-OFFENDER-0002,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0003-00,SYN-SERIES-0003,SYN-OFFENDER-0003,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0003-01,SYN-SERIES-0003,SYN-OFFENDER-0003,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0003-02,SYN-SERIES-0003,SYN-OFFENDER-0003,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0003-03,SYN-SERIES-0003,SYN-OFFENDER-0003,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0003-04,SYN-SERIES-0003,SYN-OFFENDER-0003,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0003-05,SYN-SERIES-0003,SYN-OFFENDER-0003,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0004-00,SYN-SERIES-0004,SYN-OFFENDER-0004,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0004-01,SYN-SERIES-0004,SYN-OFFENDER-0004,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0004-02,SYN-SERIES-0004,SYN-OFFENDER-0004,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0004-03,SYN-SERIES-0004,SYN-OFFENDER-0004,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0004-04,SYN-SERIES-0004,SYN-OFFENDER-0004,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0004-05,SYN-SERIES-0004,SYN-OFFENDER-0004,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0005-00,SYN-SERIES-0005,SYN-OFFENDER-0005,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0005-01,SYN-SERIES-0005,SYN-OFFENDER-0005,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0005-02,SYN-SERIES-0005,SYN-OFFENDER-0005,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0005-03,SYN-SERIES-0005,SYN-OFFENDER-0005,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0005-04,SYN-SERIES-0005,SYN-OFFENDER-0005,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0005-05,SYN-SERIES-0005,SYN-OFFENDER-0005,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0006-00,SYN-SERIES-0006,SYN-OFFENDER-0006,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0006-01,SYN-SERIES-0006,SYN-OFFENDER-0006,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0006-02,SYN-SERIES-0006,SYN-OFFENDER-0006,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0006-03,SYN-SERIES-0006,SYN-OFFENDER-0006,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0006-04,SYN-SERIES-0006,SYN-OFFENDER-0006,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0006-05,SYN-SERIES-0006,SYN-OFFENDER-0006,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0007-00,SYN-SERIES-0007,SYN-OFFENDER-0007,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0007-01,SYN-SERIES-0007,SYN-OFFENDER-0007,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0007-02,SYN-SERIES-0007,SYN-OFFENDER-0007,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0007-03,SYN-SERIES-0007,SYN-OFFENDER-0007,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0007-04,SYN-SERIES-0007,SYN-OFFENDER-0007,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0007-05,SYN-SERIES-0007,SYN-OFFENDER-0007,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0008-00,SYN-SERIES-0008,SYN-OFFENDER-0008,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0008-01,SYN-SERIES-0008,SYN-OFFENDER-0008,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0008-02,SYN-SERIES-0008,SYN-OFFENDER-0008,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0008-03,SYN-SERIES-0008,SYN-OFFENDER-0008,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0008-04,SYN-SERIES-0008,SYN-OFFENDER-0008,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0008-05,SYN-SERIES-0008,SYN-OFFENDER-0008,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0009-00,SYN-SERIES-0009,SYN-OFFENDER-0009,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0009-01,SYN-SERIES-0009,SYN-OFFENDER-0009,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0009-02,SYN-SERIES-0009,SYN-OFFENDER-0009,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0009-03,SYN-SERIES-0009,SYN-OFFENDER-0009,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0009-04,SYN-SERIES-0009,SYN-OFFENDER-0009,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0009-05,SYN-SERIES-0009,SYN-OFFENDER-0009,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0010-00,SYN-SERIES-0010,SYN-OFFENDER-0010,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0010-01,SYN-SERIES-0010,SYN-OFFENDER-0010,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0010-02,SYN-SERIES-0010,SYN-OFFENDER-0010,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0010-03,SYN-SERIES-0010,SYN-OFFENDER-0010,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0010-04,SYN-SERIES-0010,SYN-OFFENDER-0010,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0010-05,SYN-SERIES-0010,SYN-OFFENDER-0010,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0011-00,SYN-SERIES-0011,SYN-OFFENDER-0011,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0011-01,SYN-SERIES-0011,SYN-OFFENDER-0011,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0011-02,SYN-SERIES-0011,SYN-OFFENDER-0011,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0011-03,SYN-SERIES-0011,SYN-OFFENDER-0011,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0011-04,SYN-SERIES-0011,SYN-OFFENDER-0011,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0011-05,SYN-SERIES-0011,SYN-OFFENDER-0011,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0012-00,SYN-SERIES-0012,SYN-OFFENDER-0012,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0012-01,SYN-SERIES-0012,SYN-OFFENDER-0012,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0012-02,SYN-SERIES-0012,SYN-OFFENDER-0012,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0012-03,SYN-SERIES-0012,SYN-OFFENDER-0012,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0012-04,SYN-SERIES-0012,SYN-OFFENDER-0012,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0012-05,SYN-SERIES-0012,SYN-OFFENDER-0012,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0013-00,SYN-SERIES-0013,SYN-OFFENDER-0013,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0013-01,SYN-SERIES-0013,SYN-OFFENDER-0013,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0013-02,SYN-SERIES-0013,SYN-OFFENDER-0013,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0013-03,SYN-SERIES-0013,SYN-OFFENDER-0013,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0013-04,SYN-SERIES-0013,SYN-OFFENDER-0013,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0013-05,SYN-SERIES-0013,SYN-OFFENDER-0013,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0014-00,SYN-SERIES-0014,SYN-OFFENDER-0014,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0014-01,SYN-SERIES-0014,SYN-OFFENDER-0014,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0014-02,SYN-SERIES-0014,SYN-OFFENDER-0014,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0014-03,SYN-SERIES-0014,SYN-OFFENDER-0014,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0014-04,SYN-SERIES-0014,SYN-OFFENDER-0014,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0014-05,SYN-SERIES-0014,SYN-OFFENDER-0014,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0015-00,SYN-SERIES-0015,SYN-OFFENDER-0015,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0015-01,SYN-SERIES-0015,SYN-OFFENDER-0015,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0015-02,SYN-SERIES-0015,SYN-OFFENDER-0015,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0015-03,SYN-SERIES-0015,SYN-OFFENDER-0015,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0015-04,SYN-SERIES-0015,SYN-OFFENDER-0015,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0015-05,SYN-SERIES-0015,SYN-OFFENDER-0015,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0016-00,SYN-SERIES-0016,SYN-OFFENDER-0016,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0016-01,SYN-SERIES-0016,SYN-OFFENDER-0016,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0016-02,SYN-SERIES-0016,SYN-OFFENDER-0016,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0016-03,SYN-SERIES-0016,SYN-OFFENDER-0016,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0016-04,SYN-SERIES-0016,SYN-OFFENDER-0016,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0016-05,SYN-SERIES-0016,SYN-OFFENDER-0016,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0017-00,SYN-SERIES-0017,SYN-OFFENDER-0017,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0017-01,SYN-SERIES-0017,SYN-OFFENDER-0017,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0017-02,SYN-SERIES-0017,SYN-OFFENDER-0017,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0017-03,SYN-SERIES-0017,SYN-OFFENDER-0017,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0017-04,SYN-SERIES-0017,SYN-OFFENDER-0017,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0017-05,SYN-SERIES-0017,SYN-OFFENDER-0017,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0018-00,SYN-SERIES-0018,SYN-OFFENDER-0018,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0018-01,SYN-SERIES-0018,SYN-OFFENDER-0018,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0018-02,SYN-SERIES-0018,SYN-OFFENDER-0018,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0018-03,SYN-SERIES-0018,SYN-OFFENDER-0018,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0018-04,SYN-SERIES-0018,SYN-OFFENDER-0018,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0018-05,SYN-SERIES-0018,SYN-OFFENDER-0018,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0019-00,SYN-SERIES-0019,SYN-OFFENDER-0019,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0019-01,SYN-SERIES-0019,SYN-OFFENDER-0019,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0019-02,SYN-SERIES-0019,SYN-OFFENDER-0019,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0019-03,SYN-SERIES-0019,SYN-OFFENDER-0019,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0019-04,SYN-SERIES-0019,SYN-OFFENDER-0019,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0019-05,SYN-SERIES-0019,SYN-OFFENDER-0019,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0020-00,SYN-SERIES-0020,SYN-OFFENDER-0020,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0020-01,SYN-SERIES-0020,SYN-OFFENDER-0020,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0020-02,SYN-SERIES-0020,SYN-OFFENDER-0020,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0020-03,SYN-SERIES-0020,SYN-OFFENDER-0020,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0020-04,SYN-SERIES-0020,SYN-OFFENDER-0020,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0020-05,SYN-SERIES-0020,SYN-OFFENDER-0020,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0021-00,SYN-SERIES-0021,SYN-OFFENDER-0021,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0021-01,SYN-SERIES-0021,SYN-OFFENDER-0021,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0021-02,SYN-SERIES-0021,SYN-OFFENDER-0021,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0021-03,SYN-SERIES-0021,SYN-OFFENDER-0021,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0021-04,SYN-SERIES-0021,SYN-OFFENDER-0021,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0021-05,SYN-SERIES-0021,SYN-OFFENDER-0021,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0022-00,SYN-SERIES-0022,SYN-OFFENDER-0022,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0022-01,SYN-SERIES-0022,SYN-OFFENDER-0022,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0022-02,SYN-SERIES-0022,SYN-OFFENDER-0022,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0022-03,SYN-SERIES-0022,SYN-OFFENDER-0022,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0022-04,SYN-SERIES-0022,SYN-OFFENDER-0022,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0022-05,SYN-SERIES-0022,SYN-OFFENDER-0022,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0023-00,SYN-SERIES-0023,SYN-OFFENDER-0023,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0023-01,SYN-SERIES-0023,SYN-OFFENDER-0023,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0023-02,SYN-SERIES-0023,SYN-OFFENDER-0023,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0023-03,SYN-SERIES-0023,SYN-OFFENDER-0023,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0023-04,SYN-SERIES-0023,SYN-OFFENDER-0023,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0023-05,SYN-SERIES-0023,SYN-OFFENDER-0023,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0024-00,SYN-SERIES-0024,SYN-OFFENDER-0024,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0024-01,SYN-SERIES-0024,SYN-OFFENDER-0024,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0024-02,SYN-SERIES-0024,SYN-OFFENDER-0024,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0024-03,SYN-SERIES-0024,SYN-OFFENDER-0024,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0024-04,SYN-SERIES-0024,SYN-OFFENDER-0024,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0024-05,SYN-SERIES-0024,SYN-OFFENDER-0024,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0025-00,SYN-SERIES-0025,SYN-OFFENDER-0025,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0025-01,SYN-SERIES-0025,SYN-OFFENDER-0025,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0025-02,SYN-SERIES-0025,SYN-OFFENDER-0025,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0025-03,SYN-SERIES-0025,SYN-OFFENDER-0025,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0025-04,SYN-SERIES-0025,SYN-OFFENDER-0025,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0025-05,SYN-SERIES-0025,SYN-OFFENDER-0025,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0026-00,SYN-SERIES-0026,SYN-OFFENDER-0026,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0026-01,SYN-SERIES-0026,SYN-OFFENDER-0026,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0026-02,SYN-SERIES-0026,SYN-OFFENDER-0026,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0026-03,SYN-SERIES-0026,SYN-OFFENDER-0026,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0026-04,SYN-SERIES-0026,SYN-OFFENDER-0026,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0026-05,SYN-SERIES-0026,SYN-OFFENDER-0026,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0027-00,SYN-SERIES-0027,SYN-OFFENDER-0027,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0027-01,SYN-SERIES-0027,SYN-OFFENDER-0027,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0027-02,SYN-SERIES-0027,SYN-OFFENDER-0027,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0027-03,SYN-SERIES-0027,SYN-OFFENDER-0027,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0027-04,SYN-SERIES-0027,SYN-OFFENDER-0027,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0027-05,SYN-SERIES-0027,SYN-OFFENDER-0027,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0028-00,SYN-SERIES-0028,SYN-OFFENDER-0028,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0028-01,SYN-SERIES-0028,SYN-OFFENDER-0028,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0028-02,SYN-SERIES-0028,SYN-OFFENDER-0028,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0028-03,SYN-SERIES-0028,SYN-OFFENDER-0028,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0028-04,SYN-SERIES-0028,SYN-OFFENDER-0028,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0028-05,SYN-SERIES-0028,SYN-OFFENDER-0028,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0029-00,SYN-SERIES-0029,SYN-OFFENDER-0029,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0029-01,SYN-SERIES-0029,SYN-OFFENDER-0029,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0029-02,SYN-SERIES-0029,SYN-OFFENDER-0029,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0029-03,SYN-SERIES-0029,SYN-OFFENDER-0029,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0029-04,SYN-SERIES-0029,SYN-OFFENDER-0029,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0029-05,SYN-SERIES-0029,SYN-OFFENDER-0029,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0030-00,SYN-SERIES-0030,SYN-OFFENDER-0030,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0030-01,SYN-SERIES-0030,SYN-OFFENDER-0030,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0030-02,SYN-SERIES-0030,SYN-OFFENDER-0030,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0030-03,SYN-SERIES-0030,SYN-OFFENDER-0030,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0030-04,SYN-SERIES-0030,SYN-OFFENDER-0030,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0030-05,SYN-SERIES-0030,SYN-OFFENDER-0030,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0031-00,SYN-SERIES-0031,SYN-OFFENDER-0031,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0031-01,SYN-SERIES-0031,SYN-OFFENDER-0031,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0031-02,SYN-SERIES-0031,SYN-OFFENDER-0031,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0031-03,SYN-SERIES-0031,SYN-OFFENDER-0031,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0031-04,SYN-SERIES-0031,SYN-OFFENDER-0031,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0031-05,SYN-SERIES-0031,SYN-OFFENDER-0031,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0032-00,SYN-SERIES-0032,SYN-OFFENDER-0032,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0032-01,SYN-SERIES-0032,SYN-OFFENDER-0032,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0032-02,SYN-SERIES-0032,SYN-OFFENDER-0032,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0032-03,SYN-SERIES-0032,SYN-OFFENDER-0032,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0032-04,SYN-SERIES-0032,SYN-OFFENDER-0032,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0032-05,SYN-SERIES-0032,SYN-OFFENDER-0032,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0033-00,SYN-SERIES-0033,SYN-OFFENDER-0033,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0033-01,SYN-SERIES-0033,SYN-OFFENDER-0033,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0033-02,SYN-SERIES-0033,SYN-OFFENDER-0033,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0033-03,SYN-SERIES-0033,SYN-OFFENDER-0033,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0033-04,SYN-SERIES-0033,SYN-OFFENDER-0033,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0033-05,SYN-SERIES-0033,SYN-OFFENDER-0033,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0034-00,SYN-SERIES-0034,SYN-OFFENDER-0034,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0034-01,SYN-SERIES-0034,SYN-OFFENDER-0034,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0034-02,SYN-SERIES-0034,SYN-OFFENDER-0034,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0034-03,SYN-SERIES-0034,SYN-OFFENDER-0034,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0034-04,SYN-SERIES-0034,SYN-OFFENDER-0034,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0034-05,SYN-SERIES-0034,SYN-OFFENDER-0034,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0035-00,SYN-SERIES-0035,SYN-OFFENDER-0035,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0035-01,SYN-SERIES-0035,SYN-OFFENDER-0035,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0035-02,SYN-SERIES-0035,SYN-OFFENDER-0035,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0035-03,SYN-SERIES-0035,SYN-OFFENDER-0035,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0035-04,SYN-SERIES-0035,SYN-OFFENDER-0035,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0035-05,SYN-SERIES-0035,SYN-OFFENDER-0035,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0036-00,SYN-SERIES-0036,SYN-OFFENDER-0036,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0036-01,SYN-SERIES-0036,SYN-OFFENDER-0036,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0036-02,SYN-SERIES-0036,SYN-OFFENDER-0036,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0036-03,SYN-SERIES-0036,SYN-OFFENDER-0036,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0036-04,SYN-SERIES-0036,SYN-OFFENDER-0036,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0036-05,SYN-SERIES-0036,SYN-OFFENDER-0036,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0037-00,SYN-SERIES-0037,SYN-OFFENDER-0037,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0037-01,SYN-SERIES-0037,SYN-OFFENDER-0037,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0037-02,SYN-SERIES-0037,SYN-OFFENDER-0037,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0037-03,SYN-SERIES-0037,SYN-OFFENDER-0037,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0037-04,SYN-SERIES-0037,SYN-OFFENDER-0037,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0037-05,SYN-SERIES-0037,SYN-OFFENDER-0037,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0038-00,SYN-SERIES-0038,SYN-OFFENDER-0038,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0038-01,SYN-SERIES-0038,SYN-OFFENDER-0038,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0038-02,SYN-SERIES-0038,SYN-OFFENDER-0038,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0038-03,SYN-SERIES-0038,SYN-OFFENDER-0038,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0038-04,SYN-SERIES-0038,SYN-OFFENDER-0038,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0038-05,SYN-SERIES-0038,SYN-OFFENDER-0038,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0039-00,SYN-SERIES-0039,SYN-OFFENDER-0039,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0039-01,SYN-SERIES-0039,SYN-OFFENDER-0039,generator_latent_group_not_police_evidence,synthetic
